,participant,question,choice,task,reward,trial,tier
477,16,Q10,and finally succeeded,0,0,13,0.0
478,16,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
479,16,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
480,16,Q13,he was designated by the city council,0,0,16,0.0
481,16,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
482,16,Q15,If the room had been brighter,0,0,18,0.0
483,16,Q16,two students due to the use of their notes.,0,0,19,0.0
484,16,Q17,through which gas is exchanged,0,0,20,0.0
485,16,Q18,who tends to resist any attempt at,0,0,21,0.0
486,16,Q19,The amount of water in living cells varies,0,0,22,0.0
487,16,Q20,The ancient belief of scientists was,0,0,23,0.0
488,16,score,14,0,0,24,0.0
489,16,absAssess1,14,0,0,25,0.0
490,16,relAssess1,60,0,0,26,0.0
491,16,diffOther1,6,0,0,27,0.0
492,16,diffSelf1,5,0,0,28,0.0
493,17,absAssess0,18,0,0,0,0.0
494,17,relAssess0,90,0,0,1,0.0
495,17,diffOther0,2,0,0,2,0.0
496,17,diffSelf0,2,0,0,3,0.0
497,17,Q1,he or she expects to master the printed form of language.,0,0,4,0.0
498,17,Q2,man and there he was able to find,0,0,5,0.0
499,17,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
500,17,Q4,making a choice difficult in selecting,0,0,7,0.0
501,17,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
502,17,Q6,are native to shores,0,0,9,0.0
503,17,Q7,"than a long, continuous period of study.",0,0,10,0.0
504,17,Q8,Crime and Punishment exhibits,0,0,11,0.0
505,17,Q9,feelings portrayed by Spaniards,0,0,12,0.0
506,17,Q10,and finally succeeded,0,0,13,0.0
507,17,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
508,17,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,0,15,0.0
509,17,Q13,he was designated by the city council,0,0,16,0.0
510,17,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
511,17,Q15,If the room had been brighter,0,0,18,0.0
512,17,Q16,two students due to the use of their notes.,0,0,19,0.0
513,17,Q17,occurs through the exchange of gases,0,0,20,0.0
514,17,Q18,whose tendency to resist any attempt at,0,0,21,0.0
515,17,Q19,The amounts of water varies in living cells,0,0,22,0.0
516,17,Q20,The ancient scientists believe,0,0,23,0.0
517,17,score,4,0,0,24,0.0
518,17,absAssess1,10,0,0,25,0.0
519,17,relAssess1,90,0,0,26,0.0
520,17,diffOther1,5,0,0,27,0.0
521,17,diffSelf1,5,0,0,28,0.0
522,18,absAssess0,10,0,0,0,0.0
523,18,relAssess0,50,0,0,1,0.0
524,18,diffOther0,5,0,0,2,0.0
525,18,diffSelf0,5,0,0,3,0.0
526,18,Q1,he or she expects to master the printed form of language.,0,0,4,0.0
527,18,Q2,"man, he found",0,0,5,0.0
528,18,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
529,18,Q4,making a choice difficult in selecting,0,0,7,0.0
530,18,Q5,accepting responsibility and making one's own decisions.,0,0,8,0.0
531,18,Q6,are native to shores,0,0,9,0.0
532,18,Q7,"than studying for a long, continuous period.",0,0,10,0.0
533,18,Q8,Crime and Punishment exhibits,0,0,11,0.0
534,18,Q9,feelings portrayed by Spaniards,0,0,12,0.0
535,18,Q10,and finally succeeded,0,0,13,0.0
536,18,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,0,14,0.0
537,18,Q12,lonely in the crib and enjoying the company of adults is consistently fascinated at,0,0,15,0.0
538,18,Q13,the city council will designate him,0,0,16,0.0
539,18,Q14,"""Bob have you checked with our office in Canton, Ohio, to see if it stocks slate flagstone and feather rock?""",0,0,17,0.0
540,18,Q15,If the room was brighter,0,0,18,0.0
541,18,Q16,two students because they used notes anyway.,0,0,19,0.0
542,18,Q17,through which gas is exchanged,0,0,20,0.0
543,18,Q18,who tends to resist any attempt at,0,0,21,0.0
544,18,Q19,The amount of water in living cells varies,0,0,22,0.0
545,18,Q20,The belief of ancient scientists was,0,0,23,0.0
546,18,score,7,0,0,24,0.0
547,18,absAssess1,1,0,0,25,0.0
548,18,relAssess1,14,0,0,26,0.0
549,18,diffOther1,5,0,0,27,0.0
550,18,diffSelf1,5,0,0,28,0.0
551,19,absAssess0,10,0,0,0,0.0
552,19,relAssess0,73,0,0,1,0.0
553,19,diffOther0,2,0,0,2,0.0
554,19,diffSelf0,2,0,0,3,0.0
555,19,Q1,mastery of the printed form of language is expected of him or her.,0,0,4,0.0
556,19,Q2,man and found,0,0,5,0.0
557,19,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
558,19,Q4,making a choice difficult in selecting,0,0,7,0.0
559,19,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
560,19,Q6,are native to shores,0,0,9,0.0
561,19,Q7,than a long period of continuous study.,0,0,10,0.0
562,19,Q8,often exhibiting,0,0,11,0.0
563,19,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
564,19,Q10,and finally succeeded,0,0,13,0.0
565,19,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,0,14,0.0
566,19,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
567,19,Q13,the city council designated him,0,0,16,0.0
568,19,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
569,19,Q15,If the room was brighter,0,0,18,0.0
570,19,Q16,two students because they used notes anyway.,0,0,19,0.0
571,19,Q17,occurs through the exchange of gases,0,0,20,0.0
572,19,Q18,whose tendency to resist any attempt at,0,0,21,0.0
573,19,Q19,The amount of water in living cells vary,0,0,22,0.0
574,19,Q20,The ancient scientists believe,0,0,23,0.0
575,19,score,8,0,0,24,0.0
576,19,absAssess1,10,0,0,25,0.0
577,19,relAssess1,61,0,0,26,0.0
578,19,diffOther1,3,0,0,27,0.0
579,19,diffSelf1,3,0,0,28,0.0
580,20,absAssess0,12,0,0,0,0.0
581,20,relAssess0,50,0,0,1,0.0
582,20,diffOther0,6,0,0,2,0.0
583,20,diffSelf0,8,0,0,3,0.0
584,20,Q1,mastery of the printed form of language is expected of him or her.,0,0,4,0.0
585,20,Q2,man and found,0,0,5,0.0
586,20,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
587,20,Q4,choosing difficult when selecting,0,0,7,0.0
588,20,Q5,accepting one's own decisions responsibly.,0,0,8,0.0
589,20,Q6,are native to shores,0,0,9,0.0
590,20,Q7,than a long period of continuous study.,0,0,10,0.0
591,20,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
592,20,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
593,20,Q10,being finally successful,0,0,13,0.0
594,20,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
595,20,Q12,"alone or in company, is consistently fascinated at",0,0,15,0.0
596,20,Q13,the city council will designate him,0,0,16,0.0
597,20,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
598,20,Q15,If the room had been brighter,0,0,18,0.0
599,20,Q16,two students due to the use of their notes.,0,0,19,0.0
600,20,Q17,through which gas is exchanged,0,0,20,0.0
601,20,Q18,who tends to resist any attempt at,0,0,21,0.0
602,20,Q19,The amount of water in living cells varies,0,0,22,0.0
603,20,Q20,The ancient belief of scientists was,0,0,23,0.0
604,20,score,5,0,0,24,0.0
605,20,absAssess1,11,0,0,25,0.0
606,20,relAssess1,44,0,0,26,0.0
607,20,diffOther1,7,0,0,27,0.0
608,20,diffSelf1,10,0,0,28,0.0
609,21,absAssess0,12,0,0,0,0.0
610,21,relAssess0,60,0,0,1,0.0
611,21,diffOther0,7,0,0,2,0.0
612,21,diffSelf0,5,0,0,3,0.0
613,21,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,0.0
614,21,Q2,man and found,0,0,5,0.0
615,21,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
616,21,Q4,it difficult to choose,0,0,7,0.0
617,21,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
618,21,Q6,are native to shores,0,0,9,0.0
619,21,Q7,than a long period of continuous study.,0,0,10,0.0
620,21,Q8,Crime and Punishment exhibits,0,0,11,0.0
621,21,Q9,portrayal of the feelings of many Spaniards,0,0,12,0.0
622,21,Q10,and finally succeeded,0,0,13,0.0
623,21,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
624,21,Q12,"alone or in company, is consistently fascinated at",0,0,15,0.0
625,21,Q13,he was designated by the city council,0,0,16,0.0
626,21,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
627,21,Q15,If the room had been brighter,0,0,18,0.0
628,21,Q16,two students whose notes were used.,0,0,19,0.0
629,21,Q17,through which exchange of gas occurs,0,0,20,0.0
630,21,Q18,who tends to resist any attempt at,0,0,21,0.0
631,21,Q19,The amount of water in living cells varies,0,0,22,0.0
632,21,Q20,The belief of ancient scientists were,0,0,23,0.0
633,21,score,8,0,0,24,0.0
634,21,absAssess1,8,0,0,25,0.0
635,21,relAssess1,50,0,0,26,0.0
636,21,diffOther1,6,0,0,27,0.0
637,21,diffSelf1,5,0,0,28,0.0
638,22,absAssess0,15,0,0,0,0.0
639,22,relAssess0,50,0,0,1,0.0
640,22,diffOther0,5,0,0,2,0.0
641,22,diffSelf0,6,0,0,3,0.0
642,22,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
643,22,Q2,"man, he found",0,0,5,0.0
644,22,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
645,22,Q4,it difficult to choose,0,0,7,0.0
646,22,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
647,22,Q6,are native to shores,0,0,9,0.0
648,22,Q7,"than studying for a long, continuous period.",0,0,10,0.0
649,22,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
650,22,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
651,22,Q10,and finally succeeded,0,0,13,0.0
652,22,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
653,22,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
654,22,Q13,the city council will designate him,0,0,16,0.0
655,22,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
656,22,Q15,If the room had been brighter,0,0,18,0.0
657,22,Q16,two students because they used notes anyway.,0,0,19,0.0
658,22,Q17,through which exchange of gases occurs,0,0,20,0.0
659,22,Q18,who tends to resist any attempt at,0,0,21,0.0
660,22,Q19,The amount of water in living cells varies,0,0,22,0.0
661,22,Q20,The ancient scientists beliefs were,0,0,23,0.0
662,22,score,12,0,0,24,0.0
663,22,absAssess1,15,0,0,25,0.0
664,22,relAssess1,50,0,0,26,0.0
665,22,diffOther1,5,0,0,27,0.0
666,22,diffSelf1,5,0,0,28,0.0
667,23,absAssess0,11,0,0,0,0.0
668,23,relAssess0,43,0,0,1,0.0
669,23,diffOther0,6,0,0,2,0.0
670,23,diffSelf0,6,0,0,3,0.0
671,23,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
672,23,Q2,man and found,0,0,5,0.0
673,23,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
674,23,Q4,it difficult to choose,0,0,7,0.0
675,23,Q5,accepting responsibility for one's own decisions.,0,0,8,0.0
676,23,Q6,are native to shores,0,0,9,0.0
677,23,Q7,"than a long, continuous period of study.",0,0,10,0.0
678,23,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
679,23,Q9,portrayal of the feelings of many Spaniards,0,0,12,0.0
680,23,Q10,and finally succeeded,0,0,13,0.0
681,23,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
682,23,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
683,23,Q13,the city council designated him,0,0,16,0.0
684,23,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
685,23,Q15,If the room had been brighter,0,0,18,0.0
686,23,Q16,two students because they used notes anyway.,0,0,19,0.0
687,23,Q17,through which exchange of gases occurs,0,0,20,0.0
688,23,Q18,who tend to resist any attempt at,0,0,21,0.0
689,23,Q19,The amount of water in living cells varies,0,0,22,0.0
690,23,Q20,The belief of ancient scientists was,0,0,23,0.0
691,23,score,14,0,0,24,0.0
692,23,absAssess1,7,0,0,25,0.0
693,23,relAssess1,41,0,0,26,0.0
694,23,diffOther1,6,0,0,27,0.0
695,23,diffSelf1,7,0,0,28,0.0
696,24,absAssess0,10,0,0,0,0.0
697,24,relAssess0,30,0,0,1,0.0
698,24,diffOther0,4,0,0,2,0.0
699,24,diffSelf0,5,0,0,3,0.0
700,24,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
701,24,Q2,man and found,0,0,5,0.0
702,24,Q3,"poetry, along with all the other arts, are",0,0,6,0.0
703,24,Q4,it difficult in making the choice of,0,0,7,0.0
704,24,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
705,24,Q6,are native only in shores,0,0,9,0.0
706,24,Q7,"than studying for a long, continuous period.",0,0,10,0.0
707,24,Q8,Crime and Punishment exhibits,0,0,11,0.0
708,24,Q9,feelings portrayed by Spaniards,0,0,12,0.0
709,24,Q10,and finally succeeded,0,0,13,0.0
710,24,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
711,24,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,0.0
712,24,Q13,the city council will designate him,0,0,16,0.0
713,24,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
714,24,Q15,If the room had been brighter,0,0,18,0.0
715,24,Q16,two students because they used notes anyway.,0,0,19,0.0
716,24,Q17,through which exchange of gases occurs,0,0,20,0.0
717,24,Q18,who tends to resist any attempt at,0,0,21,0.0
718,24,Q19,The amount of water in living cells varies,0,0,22,0.0
719,24,Q20,The ancient scientists beliefs were,0,0,23,0.0
720,24,score,10,0,0,24,0.0
721,24,absAssess1,10,0,0,25,0.0
722,24,relAssess1,30,0,0,26,0.0
723,24,diffOther1,6,0,0,27,0.0
724,24,diffSelf1,7,0,0,28,0.0
725,25,absAssess0,8,0,0,0,0.0
726,25,relAssess0,31,0,0,1,0.0
727,25,diffOther0,5,0,0,2,0.0
728,25,diffSelf0,6,0,0,3,0.0
729,25,Q1,he or she faces expectations of mastering the printed form of language.,0,0,4,0.0
730,25,Q2,man and found,0,0,5,0.0
731,25,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
732,25,Q4,it difficult in making the choice of,0,0,7,0.0
733,25,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
734,25,Q6,are native to shores,0,0,9,0.0
735,25,Q7,"than studying for a long, continuous period.",0,0,10,0.0
736,25,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
737,25,Q9,feelings portrayed by Spaniards,0,0,12,0.0
738,25,Q10,and finally succeeded,0,0,13,0.0
739,25,Q11,had lain on the hay beside it's mother and had begun to nurse as soon as the boy had set,0,0,14,0.0
740,25,Q12,"alone or in company, is consistently fascinated at",0,0,15,0.0
741,25,Q13,the city council designated him,0,0,16,0.0
742,25,Q14,"Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?",0,0,17,0.0
743,25,Q15,If the room had been brighter,0,0,18,0.0
744,25,Q16,two students due to the use of their notes.,0,0,19,0.0
745,25,Q17,through which exchange of gas occurs,0,0,20,0.0
746,25,Q18,who tends to resist any attempt to,0,0,21,0.0
747,25,Q19,The amount of water in living cells vary,0,0,22,0.0
748,25,Q20,The ancient scientists beliefs were,0,0,23,0.0
749,25,score,8,0,0,24,0.0
750,25,absAssess1,6,0,0,25,0.0
751,25,relAssess1,6,0,0,26,0.0
752,25,diffOther1,6,0,0,27,0.0
753,25,diffSelf1,9,0,0,28,0.0
754,26,absAssess0,10,0,0,0,1.0
755,26,relAssess0,18,0,0,1,1.0
756,26,diffOther0,5,0,0,2,1.0
757,26,diffSelf0,10,0,0,3,1.0
758,26,Q1,he or she expects to master the printed form of language.,0,0,4,1.0
759,26,Q2,man and found,0,0,5,1.0
760,26,Q3,poetry along with all the other arts is,0,0,6,1.0
761,26,Q4,it difficult to choose,0,0,7,1.0
762,26,Q5,accepting responsibility for one's own decisions.,0,0,8,1.0
763,26,Q6,are native to shores,0,0,9,1.0
764,26,Q7,than a long period of continuous study.,0,0,10,1.0
765,26,Q8,those in Crime and Punishment exhibits,0,0,11,1.0
766,26,Q9,portrays the feelings of many Spaniards,0,0,12,1.0
767,26,Q10,and finally succeeded,0,0,13,1.0
768,26,Q11,had lain on the hay besides its mother and had begun to nurse as soon as the boy had set,0,0,14,1.0
769,26,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,0,15,1.0
770,26,Q13,the city council designated him,0,0,16,1.0
771,26,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,1.0
772,26,Q15,If the room was brighter,0,0,18,1.0
773,26,Q16,two students due to the use of their notes.,0,0,19,1.0
774,26,Q17,occurs through the exchange of gases,0,0,20,1.0
775,26,Q18,whose tendency to resist any attempt at,0,0,21,1.0
776,26,Q19,The amount of water in living cells varies,0,0,22,1.0
777,26,Q20,The ancient scientists beliefs were,0,0,23,1.0
778,26,score,6,0,0,24,1.0
779,26,absAssess1,12,0,0,25,1.0
780,26,relAssess1,50,0,0,26,1.0
781,26,diffOther1,5,0,0,27,1.0
782,26,diffSelf1,7,0,0,28,1.0
783,27,absAssess0,14,0,0,0,0.0
784,27,relAssess0,73,0,0,1,0.0
785,27,diffOther0,5,0,0,2,0.0
786,27,diffSelf0,5,0,0,3,0.0
787,27,Q1,he or she is expected to master the printed form of language.,0,0,4,0.0
788,27,Q2,man and found,0,0,5,0.0
789,27,Q3,poetry along with all the other arts is,0,0,6,0.0
790,27,Q4,it difficult to choose,0,0,7,0.0
791,27,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
792,27,Q6,are native to shores,0,0,9,0.0
793,27,Q7,"than studying for a long, continuous period.",0,0,10,0.0
794,27,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
795,27,Q9,portrays the feelings of many Spaniards,0,0,12,0.0
796,27,Q10,and finally succeeded,0,0,13,0.0
797,27,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,0,14,0.0
798,27,Q12,"whether lying alone in the crib or enjoying the company of adults, is constantly fascinated at",0,0,15,0.0
799,27,Q13,the city council designated him,0,0,16,0.0
800,27,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,0,17,0.0
801,27,Q15,If the room had been brighter,0,0,18,0.0
802,27,Q16,two students due to the use of their notes.,0,0,19,0.0
803,27,Q17,through which exchange of gases occurs,0,0,20,0.0
804,27,Q18,who tend to resist any attempt at,0,0,21,0.0
805,27,Q19,The amount of water in living cells varies,0,0,22,0.0
806,27,Q20,The belief of ancient scientists was,0,0,23,0.0
807,27,score,13,0,0,24,0.0
808,27,absAssess1,10,0,0,25,0.0
809,27,relAssess1,51,0,0,26,0.0
810,27,diffOther1,5,0,0,27,0.0
811,27,diffSelf1,5,0,0,28,0.0
812,28,absAssess0,17,0,0,0,0.0
813,28,relAssess0,85,0,0,1,0.0
814,28,diffOther0,5,0,0,2,0.0
815,28,diffSelf0,3,0,0,3,0.0
816,28,Q1,mastery of print is expected by his or her teacher.,0,0,4,0.0
817,28,Q2,man and found,0,0,5,0.0
818,28,Q3,"poetry, along with all the other arts, is",0,0,6,0.0
819,28,Q4,it difficult to choose,0,0,7,0.0
820,28,Q5,to accept responsibility for one's own decisions.,0,0,8,0.0
821,28,Q6,are native to shores,0,0,9,0.0
822,28,Q7,"than studying for a long, continuous period.",0,0,10,0.0
823,28,Q8,those in Crime and Punishment exhibit,0,0,11,0.0
